,Stock,Bond,Hybrid,QDII,Others,Related
2017/12/31,0.002975,0,0.0014875,-0.0026635,0,6.94E-07
2018/1/2,0.014028,0.000794282,0.007411141,0.005766973,0.0084,0.007980694
2018/1/3,0.00587,5.71E-06,0.002937855,0.005378708,0.0025,0.002375694
2018/1/4,0.004237,-0.000207262,0.002014869,0.007049125,-0.0029,-0.002754306
2018/1/5,0.002407,0.00033066,0.00136883,0.006882841,0.0039,0.003705694
2018/1/8,0.005173,0.000608578,0.002890789,0.00182509,0.0012,0.001140694
2018/1/9,0.007004,0.000273294,0.003638647,0.00220268,0.0021,0.001995694
2018/1/10,0.00442,-0.000106094,0.002156953,-0.001999537,-0.0019,-0.001804306
2018/1/11,-0.000529,-0.001036518,-0.000782759,0.003079827,0.0042,0.003990694
2018/1/12,0.004616,3.71E-05,0.00232655,0.004390961,0.0021,0.001995694
2018/1/15,5.60E-05,-0.000154748,-4.94E-05,0.00037801,0.0042,0.003990694
2018/1/16,0.007866,-7.37E-05,0.00389615,-0.000640731,-0.0026,-0.002469306
2018/1/17,-0.002432,7.08E-05,-0.0011806,0.004800342,-0.0041,-0.003894306
2018/1/18,0.005485,-0.000375795,0.002554603,-0.001030742,-0.0054,-0.005129306
2018/1/19,0.003272,-1.54E-05,0.0016283,0.004749582,-0.002,-0.001899306
2018/1/22,0.011948,0.00059705,0.006272525,0.005199844,0.0013,0.001235694
2018/1/23,0.010611,0.000220406,0.005415703,0.003940519,0.0043,0.004085694
2018/1/24,0.001659,0.000168979,0.00091399,-0.002293652,0.0025,0.002375694
2018/1/25,-0.005651,0.000156964,-0.002747018,-0.001829426,0.0037,0.003515694
2018/1/26,0.003716,0.000444565,0.002080283,0.008142081,-0.0049,-0.004654306
2018/1/29,-0.018095,0.000298907,-0.008898047,-0.004359927,-0.0055,-0.005224306
2018/1/30,-0.010673,0.000167087,-0.005252956,-0.010535501,-0.0072,-0.006839306
2018/1/31,0.004651,0.000348943,0.002499972,-0.000930855,0.0002,0.000190694
2018/2/1,-0.007016,0.00055458,-0.00323071,-0.000604802,-0.0024,-0.002279306
2018/2/2,0.005967,0.000332108,0.003149554,-0.015292771,0.0013,0.001235694
2018/2/5,0.000682,0.000304094,0.000493047,-0.028618885,-0.0083,-0.007884306
2018/2/6,-0.029307,0.000745202,-0.014280899,-0.004069628,0.0064,0.006080694
2018/2/7,-0.023714,0.000568867,-0.011572567,0.001287686,-0.0126,-0.011969306
2018/2/8,-0.009493,0.000407646,-0.004542677,-0.023971604,-0.0018,-0.001709306
2018/2/9,-0.04272,9.60E-05,-0.021312,0.001054093,0.0009,0.000855694
2018/2/12,0.012876,0.001054117,0.006965059,0.011073867,0.002,0.001900694
2018/2/13,0.011703,9.54E-05,0.0058992,0.000989377,0.0039,0.003705694
2018/2/14,0.00796,0.000492113,0.004226057,0.010629628,0.0076,0.007220694
2018/2/22,0.021622,0.000768159,0.01119508,-0.001444546,-0.0068,-0.006459306
2018/2/23,0.004529,0.000279477,0.002404239,0.01109655,0.0022,0.002090694
2018/2/26,0.011626,0.001287615,0.006456808,0.008584558,0.006,0.005700694
2018/2/27,-0.014432,0.001141062,-0.006645469,-0.007026152,-0.0045,-0.004274306
2018/2/28,-0.008706,0.000816942,-0.003944529,-0.010117987,-0.0076,-0.007219306
2018/3/1,0.006324,0.000370572,0.003347286,-0.010713801,-0.0019,-0.001804306
2018/3/2,-0.008057,6.27E-05,-0.00399715,-0.003861667,0.0042,0.003990694
2018/3/5,0.000407,-1.69E-05,0.00019505,0.006288766,0.0044,0.004180694
2018/3/6,0.012062,0.000306046,0.006184023,0.005119425,-0.0035,-0.003324306
2018/3/7,-0.007355,0.000288454,-0.003533273,-0.001073181,0.0042,0.003990694
2018/3/8,0.010144,0.000615115,0.005379558,0.005985573,-0.0003,-0.000284306
2018/3/9,0.007668,0.000178217,0.003923109,0.011120152,-0.0059,-0.005604306
2018/3/12,0.004576,0.000594328,0.002585164,0.002950644,0.0007,0.000665694
2018/3/13,-0.008822,5.35E-05,-0.00438425,-0.0048977,-0.0004,-0.000379306
2018/3/14,-0.004377,-0.000129045,-0.002253023,-0.004350674,0.0016,0.001520694
2018/3/15,0.005602,0.000236706,0.002919353,0.000253071,-0.0006,-0.000569306
2018/3/16,-0.009702,0.000152132,-0.004774934,0.001012026,-0.0028,-0.002659306
2018/3/19,0.004394,0.000488439,0.00244122,-0.011525435,-0.006,-0.005699306
2018/3/20,0.000848,0.000542258,0.000695129,0.001943303,0.0034,0.003230694
2018/3/21,-0.004084,0.000675907,-0.001704047,-0.001310036,0.0009,0.000855694
2018/3/22,-0.010022,0.000953279,-0.004534361,-0.017734242,0.0087,0.008265694
2018/3/23,-0.028707,0.002756539,-0.01297523,-0.019181741,0.0105,0.009975694
2018/3/26,-0.006413,0.00053287,-0.002940065,0.013933832,-0.0029,-0.002754306
2018/3/27,0.008602,1.18E-05,0.0043069,-0.004202926,-0.0003,-0.000284306
2018/3/28,-0.018029,0.000395935,-0.008816533,-0.004168126,-0.0058,-0.005509306
2018/3/29,0.013359,0.000204327,0.006781664,0.009320812,-0.0096,-0.009119306
2018/3/30,0.001142,0.000455584,0.000798792,0.000731809,0.0024,0.002280694
2018/3/31,0.001142,0,0.000571,0.000731809,0,6.94E-07
2018/4/2,-0.00297,0.000623206,-0.001173397,-0.012710241,0.001,0.000950694
2018/4/3,-0.006288,0.00066419,-0.002811905,0.004832111,0.0059,0.005605694
2018/4/4,-0.001972,0.000878852,-0.000546574,0.003773386,-0.001,-0.000949306
2018/4/9,-0.000502,0.002384159,0.000941079,0.002890376,-0.0024,-0.002279306
2018/4/10,0.019269,0.000366435,0.009817718,0.012768336,0.0017,0.001615694
2018/4/11,0.002844,-1.11E-05,0.00141645,-0.004104722,0.0034,0.003230694
2018/4/12,-0.010082,0.000482654,-0.004799673,0.00491826,0.0043,0.004085694
2018/4/13,-0.007051,0.00045627,-0.003297365,-0.001378645,-0.0072,-0.006839306
2018/4/16,-0.016089,0.000959398,-0.007564801,0.003019949,0.0029,0.002755694
2018/4/17,-0.015811,0.00108183,-0.007364585,0.007122826,0.0022,0.002090694
2018/4/18,0.004706,0.006691551,0.005698775,0.00420247,-0.0017,-0.001614306
2018/4/19,0.012097,0.000546388,0.006321694,-0.002058418,0.0038,0.003610694
2018/4/20,-0.013376,0.000197275,-0.006589362,-0.005233371,-0.0044,-0.004179306
2018/4/23,0.001455,-0.000500804,0.000477098,0.000394139,-0.0052,-0.004939306
2018/4/24,0.020488,-0.000588699,0.00994965,-0.006012539,-0.0013,-0.001234306
2018/4/25,-0.003847,-8.82E-05,-0.0019676,-0.001999069,-0.0021,-0.001994306
2018/4/26,-0.019121,-0.00047547,-0.009798235,0.007787812,0.0028,0.002660694
2018/4/27,0.000368,-0.000565096,-9.85E-05,0.002912854,-0.0036,-0.003419306
2018/5/2,0.001802,8.83E-06,0.000905415,-0.003163908,-0.0017,-0.001614306
2018/5/3,0.007799,0.000120371,0.003959686,-0.004014617,-0.0016,-0.001519306
2018/5/4,-0.004852,0.000287088,-0.002282456,0.007596507,0.0003,0.000285694
2018/5/7,0.015787,-0.000162269,0.007812366,0.00376107,0.0019,0.001805694
2018/5/8,0.011603,-0.000582385,0.005510308,0.001004871,0.0013,0.001235694
2018/5/9,-0.001821,-0.000828518,-0.001324759,0.006210335,-0.0027,-0.002564306
2018/5/10,0.005538,-0.000307911,0.002615044,0.006408739,0.0018,0.001710694
2018/5/11,-0.005193,-5.03E-05,-0.00262165,0.002570694,0.0026,0.002470694
2018/5/14,0.009413,9.35E-05,0.00475325,0.001927267,-0.001,-0.000949306
2018/5/15,0.003787,-0.000400336,0.001693332,-0.005051434,-0.0039,-0.003704306
2018/5/16,-0.007964,-0.000366752,-0.004165376,0.002185498,-0.0088,-0.008359306
2018/5/17,-0.007397,-8.36E-05,-0.0037403,0.000285173,-0.006,-0.005699306
2018/5/18,0.010096,-1.72E-05,0.0050394,-0.001928559,0.0012,0.001140694
2018/5/21,0.004657,0.000454366,0.002555683,0.004738301,-0.0018,-0.001709306
2018/5/22,-0.003834,0.000614581,-0.00160971,-0.001454922,0.0026,0.002470694
2018/5/23,-0.013216,0.000545652,-0.006335174,-0.002545637,0.0018,0.001710694
2018/5/24,-0.007099,0.000524358,-0.003287321,-0.003206958,0.0044,0.004180694
2018/5/25,-0.002801,0.000701354,-0.001049823,-0.001465461,0.0046,0.004370694
2018/5/28,0.004392,0.000890151,0.002641076,-0.000944669,-0.004,-0.003799306
2018/5/29,-0.007631,8.55E-05,-0.00377275,-0.010249223,0.0022,0.002090694
2018/5/30,-0.021198,0.000238723,-0.010479639,0.004776771,0.0017,0.001615694
2018/5/31,0.021218,-0.00010638,0.01055581,-0.003276907,0.0026,0.002470694
2018/6/1,-0.00836,-0.000197347,-0.004278674,0.008500273,-0.0017,-0.001614306
2018/6/4,0.00981,-0.000137288,0.004836356,0.00619901,-0.0043,-0.004084306
2018/6/5,0.009911,-0.000478093,0.004716453,-0.000352526,-0.0016,-0.001519306
2018/6/6,-0.002071,-0.000207438,-0.001139219,0.005911098,0.0014,0.001330694
2018/6/7,-0.001652,-0.000175476,-0.000913738,0.000217025,0.0008,0.000760694
2018/6/8,-0.013416,0.000232906,-0.006591547,-0.000751077,0.0001,9.57E-05
2018/6/11,9.70E-05,0.000429285,0.000263143,0.002872939,0.0005,0.000475694
2018/6/12,0.012162,-0.000251504,0.005955248,0.001349078,-0.0006,-0.000569306
2018/6/13,-0.009831,2.81E-05,-0.00490145,-0.002361864,-0.0009,-0.000854306
2018/6/14,-0.003953,0.000484364,-0.001734318,0.00165055,0.004,0.003800694
2018/6/15,-0.005282,0.000802287,-0.002239857,-0.00234691,-0.001,-0.000949306
2018/6/19,-0.035252,0.00124792,-0.01700204,-0.007100275,-0.0032,-0.003039306
2018/6/20,0.003957,0.000102901,0.00202995,0.003271942,-0.0057,-0.005414306
2018/6/21,-0.011685,0.000354889,-0.005665056,-0.006808325,-0.0021,-0.001994306
2018/6/22,0.004436,0.000585771,0.002510885,0.003706775,0.0035,0.003325694
2018/6/25,-0.013419,0.000568387,-0.006425307,-0.014300169,0.0018,0.001710694
2018/6/26,-0.008248,0.000130754,-0.004058623,0.001300212,0.0001,9.57E-05
2018/6/27,-0.020347,0.000205443,-0.010070779,-0.004852378,0.0013,0.001235694
2018/6/28,-0.010331,0.001053367,-0.004638817,0.001699746,-0.0021,-0.001994306
2018/6/29,0.025546,0.0018922,0.0137191,0.004524964,0.0014,0.001330694
2018/6/30,0.025546,0,0.012773,0.004524964,0,6.94E-07
2018/7/2,-0.029342,0.001335016,-0.014003492,-0.002320542,0.0001,9.57E-05
2018/7/3,0.000386,0.001100822,0.000743411,-0.001539225,0.0016,0.001520694
2018/7/4,-0.013356,0.000550079,-0.006402961,-0.000496737,0.0021,0.001995694
2018/7/5,-0.006335,0.000589085,-0.002872957,0.005038388,-0.0004,-0.000379306
2018/7/6,0.006787,0.000521626,0.003654313,0.006718276,0.0034,0.003230694
2018/7/9,0.027952,0.000127066,0.014039533,0.008739837,-0.0004,-0.000379306
2018/7/10,0.002409,-0.000350615,0.001029193,0.002904829,-0.0032,-0.003039306
2018/7/11,-0.017299,0.000108549,-0.008595226,-0.008488339,0.0028,0.002660694
2018/7/12,0.021578,0.000573228,0.011075614,0.007919354,-0.0038,-0.003609306
2018/7/13,0.003342,0.000641037,0.001991519,0.002429177,-0.0007,-0.000664306
2018/7/16,-0.005899,0.000720704,-0.002589148,-0.002038906,0.0013,0.001235694
2018/7/17,-0.00654,0.000407724,-0.003066138,0.003181833,-0.001,-0.000949306
2018/7/18,-0.005234,0.000398852,-0.002417574,0.0027711,-0.009,-0.008549306
2018/7/19,-0.000868,0.00079249,-3.78E-05,-0.002696854,0.0031,0.002945694
2018/7/20,0.018829,0.000716318,0.009772659,-0.000166923,0.0045,0.004275694
2018/7/23,0.009407,0.000512686,0.004959843,-0.000250426,0.0034,0.003230694
2018/7/24,0.01587,-0.000582447,0.007643776,0.005260258,0.0001,9.57E-05
2018/7/25,-0.001104,-0.000212367,-0.000658184,0.005182896,-0.0016,-0.001519306
2018/7/26,-0.011601,0.000416132,-0.005592434,0.000148736,0.0022,0.002090694
2018/7/27,-0.004247,0.00096876,-0.00163912,-0.002131562,-0.0012,-0.001139306
2018/7/30,-0.001746,0.001011222,-0.000367389,-0.004487498,0.0001,9.57E-05
2018/7/31,0.000733,0.001294726,0.001013863,0.002678022,0.0013,0.001235694
2018/8/1,-0.019976,0.001094954,-0.009440523,-0.001194426,-0.0015,-0.001424306
2018/8/2,-0.02217,0.00090885,-0.010630575,-0.001478209,-0.0012,-0.001139306
2018/8/3,-0.016516,0.001153262,-0.007681369,0.003626141,-0.0004,-0.000379306
2018/8/6,-0.012672,0.001075857,-0.005798072,0.001640784,-0.0008,-0.000759306
2018/8/7,0.029205,0.001037512,0.015121256,0.004004236,0,6.94E-07
2018/8/8,-0.016137,-5.38E-06,-0.00807119,-3.30E-05,-0.0015,-0.001424306
2018/8/9,0.025048,-0.001446174,0.011800913,-0.000461467,-0.0002,-0.000189306
2018/8/10,0.002204,-0.001425083,0.000389459,-0.008623533,0.0004,0.000380694
2018/8/13,-0.00431,-0.001412538,-0.002861269,-0.006120582,0.0018,0.001710694
2018/8/14,-0.005141,-0.000528288,-0.002834644,0.004367689,-0.0083,-0.007884306
2018/8/15,-0.023996,0.000159057,-0.011918472,-0.009497151,-0.002,-0.001899306
2018/8/16,-0.004632,-0.000134149,-0.002383075,0.005029606,-0.0097,-0.009214306
2018/8/17,-0.014376,-0.001129061,-0.007752531,0.002677959,-0.003,-0.002849306
2018/8/20,0.011652,-0.001706067,0.004972967,0.003505433,0.0061,0.005795694
2018/8/21,0.01818,-0.000555012,0.008812494,0.001996108,0.0051,0.004845694
2018/8/22,-0.00562,-6.41E-05,-0.00284205,0.001294885,-0.0016,-0.001519306
2018/8/23,0.003649,0.000684559,0.00216678,-0.001525325,0.0006,0.000570694
2018/8/24,0.001599,0.000788793,0.001193897,0.004367102,0.0013,0.001235694
2018/8/27,0.02443,-1.63E-06,0.012214185,0.008382105,0.0026,0.002470694
2018/8/28,-0.00188,-0.000147986,-0.001013993,0.000803371,0.0039,0.003705694
2018/8/29,-0.003999,-3.31E-05,-0.00201605,0.003980866,-0.0024,-0.002279306
2018/8/30,-0.010476,0.000441327,-0.005017337,-0.00473199,0.0012,0.001140694
2018/8/31,-0.004951,0.000706678,-0.002122161,-0.002557587,0.0018,0.001710694
2018/9/3,-0.003802,0.000215536,-0.001793232,-0.000854715,-0.0055,-0.005224306
2018/9/4,0.012666,-0.000504614,0.006080693,-0.00297761,-0.0032,-0.003039306
2018/9/5,-0.019548,6.77E-05,-0.00974015,-0.006996007,-0.0009,-0.000854306
2018/9/6,-0.010691,-4.33E-05,-0.00536715,-0.004486391,0.0034,0.003230694
2018/9/7,0.004525,-8.61E-05,0.00221945,-0.0018861,0.0016,0.001520694
2018/9/10,-0.014515,-0.000235115,-0.007375058,0.000919748,-0.0001,-9.43E-05
2018/9/11,-0.001813,-0.000745066,-0.001279033,0.00187122,0.0007,0.000665694
2018/9/12,-0.006881,-0.00021745,-0.003549225,0.000767101,-0.0007,-0.000664306
2018/9/13,0.010787,0.000297771,0.005542386,0.00464907,0.0036,0.003420694
2018/9/14,0.001707,0.000473364,0.001090182,0.003035279,0.0021,0.001995694
2018/9/17,-0.011464,0.000704019,-0.005379991,-0.004382048,-0.0039,-0.003704306
2018/9/18,0.020128,0.00027621,0.010202105,0.005049079,0.0004,0.000380694
2018/9/19,0.013168,-0.000154852,0.006506574,0.003404227,0.0034,0.003230694
2018/9/20,-0.000711,-0.000348741,-0.000529871,0.006258338,-0.0006,-0.000569306
2018/9/21,0.030319,8.67E-06,0.015163835,0.003273376,0.0044,0.004180694
2018/9/25,-0.008996,0.000708553,-0.004143723,0.001015561,-0.0044,-0.004179306
2018/9/26,0.011077,0.000295563,0.005686281,-0.001227255,0.0021,0.001995694
2018/9/27,-0.003995,0.000738688,-0.001628156,0.001621967,-0.003,-0.002849306
2018/9/28,0.010364,0.000892802,0.005628401,-0.001439414,-0.0084,-0.007979306
2018/10/8,-0.043028,0.001392306,-0.020817847,-0.003759586,0.0111,0.010545694
2018/10/9,-0.000671,0.000455903,-0.000107549,-0.002287642,-0.001,-0.000949306
2018/10/10,-0.002157,0.000427653,-0.000864674,-0.023029289,-0.001,-0.000949306
2018/10/11,-0.04799,0.000921244,-0.023534378,-0.022647069,0.0068,0.006460694
2018/10/12,0.01492,0.000749673,0.007834837,0.010516722,0.0114,0.010830694
2018/10/15,-0.013964,0.000662468,-0.006650766,-0.00537709,0.0114,0.010830694
2018/10/16,-0.008149,0.000219422,-0.003964789,0.016759095,-0.0007,-0.000664306
2018/10/17,0.00557,0.00029196,0.00293098,0.000137214,-0.0019,-0.001804306
2018/10/18,-0.023685,0.000482696,-0.011601152,-0.010735539,-0.0003,-0.000284306
2018/10/19,0.029744,0.000576484,0.015160242,-0.000589408,0.002,0.001900694
2018/10/22,0.043167,2.90E-05,0.021598,-0.00183865,0.0018,0.001710694
2018/10/23,-0.026557,0.000208332,-0.013174334,-0.010861065,0.0059,0.005605694
2018/10/24,0.0015,0.000531996,0.001015998,-0.019799719,-0.0004,-0.000379306
2018/10/25,0.001915,0.000784961,0.001349981,0.008370226,0.001,0.000950694
2018/10/26,-0.006472,0.00061225,-0.002929875,-0.012424458,0.0035,0.003325694
2018/10/29,-0.030484,0.000842266,-0.014820867,-0.002663739,-0.001,-0.000949306
2018/10/30,0.010846,0.000698086,0.005772043,0.010827784,-0.0051,-0.004844306
2018/10/31,0.014006,0.000279254,0.007142627,0.013711103,-0.0073,-0.006934306
2018/11/1,0.007359,0.000372234,0.003865617,0.007784294,0.0038,0.003610694
2018/11/2,0.035634,-3.48E-05,0.0177996,0.000733971,-0.0019,-0.001804306
2018/11/5,-0.008331,0.000347515,-0.003991743,0.000890596,0.0043,0.004085694
2018/11/6,-0.006033,0.000355946,-0.002838527,0.00408263,-0.0024,-0.002279306
2018/11/7,-0.006549,0.000725529,-0.002911736,0.013987837,0.0013,0.001235694
2018/11/8,-0.002836,0.000773052,-0.001031474,-0.000668323,-0.0049,-0.004654306
2018/11/9,-0.014109,0.000488652,-0.006810174,-0.008213869,-0.0014,-0.001329306
2018/11/12,0.011901,0.0004063,0.00615365,-0.013693656,-0.0082,-0.007789306
2018/11/13,0.010059,0.000341111,0.005200056,-0.001577702,-0.0024,-0.002279306
2018/11/14,-0.01002,0.001906906,-0.004056547,-0.005302432,-0.0017,-0.001614306
2018/11/15,0.011678,0.000875327,0.006276664,0.006248566,0.0073,0.006935694
2018/11/16,0.004719,0.001635419,0.00317721,0.001070044,0.0022,0.002090694
2018/11/19,0.011336,0.001218461,0.006277231,-0.010461204,0.0037,0.003515694
2018/11/20,-0.023127,0.000426499,-0.01135025,-0.01528218,0.0026,0.002470694
2018/11/21,0.002512,-0.000179,0.0011665,0.004585671,-0.0001,-9.43E-05
2018/11/22,-0.003739,0.000118649,-0.001810176,-0.001074056,0.001,0.000950694
2018/11/23,-0.022073,-0.000123931,-0.011098466,-0.003691558,-0.0001,-9.43E-05
2018/11/26,-0.00071,0.000130302,-0.000289849,0.012356782,0.0014,0.001330694
2018/11/27,-0.001274,-0.000235679,-0.00075484,0.002025442,-0.0029,-0.002754306
2018/11/28,0.013289,0.000233615,0.006761308,0.014858683,-0.0047,-0.004464306
2018/11/29,-0.012985,0.000559804,-0.006212598,8.74E-05,0.0062,0.005890694
2018/11/30,0.011166,0.000440923,0.005803462,0.003703639,0.0002,0.000190694
2018/12/3,0.027819,0.000448665,0.014133832,0.012462361,-0.0014,-0.001329306
2018/12/4,0.002073,0.000984717,0.001528859,-0.022090804,-0.0008,-0.000759306
2018/12/5,-0.004806,0.001285424,-0.001760288,-0.003814781,0.0008,0.000760694
2018/12/6,-0.021627,0.000773008,-0.010426996,-0.010941112,0.0037,0.003515694
2018/12/7,-3.40E-05,0.000524607,0.000245304,-0.011472514,0.0018,0.001710694
2018/12/10,-0.011567,0.001237844,-0.005164578,-0.005559165,0.011,0.010450694
2018/12/11,0.004787,0.000533157,0.002660079,0.001905764,-0.0027,-0.002564306
2018/12/12,0.003416,0.000257757,0.001836879,0.009619391,-0.0023,-0.002184306
2018/12/13,0.015481,-0.000624242,0.007428379,0.000843322,0.0029,0.002755694
2018/12/14,-0.016704,-0.00104193,-0.008872965,-0.014665017,-0.0028,-0.002659306
2018/12/17,-0.001489,-0.000417734,-0.000953367,-0.014319245,-0.0025,-0.002374306
2018/12/18,-0.010366,-0.00067192,-0.00551896,-0.004005612,0.0065,0.006175694
2018/12/19,-0.011923,0.000284769,-0.005819115,-0.007783976,0.0011,0.001045694
2018/12/20,-0.00767,0.000870935,-0.003399533,-0.014830865,0.0004,0.000380694
2018/12/21,-0.012395,0.000643679,-0.005875661,-0.01368902,0.0071,0.006745694
2018/12/24,0.002906,0.000121599,0.0015138,-0.016185771,0.0028,0.002660694
2018/12/25,-0.006885,0.000437388,-0.003223806,-0.004064167,0.0058,0.005510694
2018/12/26,-0.005054,0.000186243,-0.002433878,0.027368504,0.0029,0.002755694
2018/12/27,-0.00384,0.000433959,-0.001703021,0.006320895,-0.0047,-0.004464306
2018/12/28,0.006737,0.001523193,0.004130096,0.003947094,0.0061,0.005795694
2018/12/31,0.006737,0,0.0033685,0.005746149,0,6.94E-07
