code,fund_type,X,Y,symbol,issuer,manager_0,manager_1,manager_2,manager_3,manager_4
162703,Hybrid,-0.07998626,3.045482,广发小盘,广发基金管理有限公司,刘格菘,,,,
162711,Stock,-5.816516,23.747307,广发500ETF联接A,广发基金管理有限公司,刘杰,,,,
162712,Bond,-15.34163,29.935413,广发聚利A,广发基金管理有限公司,代宇,,,,
162714,Stock,-8.676522,-17.511047,广发100,广发基金管理有限公司,罗国庆,,,,
162907,Stock,-10.170651,29.236485,泰信400,泰信基金管理有限公司,张彦,,,,
163109,Stock,-11.167468,-15.091949,申万深成指,申万菱信基金管理有限公司,龚丽丽,,,,
163110,Stock,-5.930859,23.403305,申万量化,申万菱信基金管理有限公司,袁英杰,张少华,,,
163209,Stock,-5.404773,-20.2931,诺安创业板,诺安基金管理有限公司,梅律吾,,,,
163210,Bond,26.066406,-33.500668,诺安纯债A,诺安基金管理有限公司,谢志华,,,,
163211,Bond,26.066406,-33.500668,诺安纯债C,诺安基金管理有限公司,谢志华,,,,
163302,Hybrid,-20.729103,-6.7149754,大摩资源,摩根士丹利华鑫基金管理有限公司,徐达,,,,
163402,Hybrid,-37.115734,1.2262197,兴全趋势,兴全基金管理有限公司,董承非,乔迁,,,
163406,Hybrid,-42.332687,-2.054748,兴全合润,兴全基金管理有限公司,谢治宇,,,,
163407,Stock,-40.396572,-22.767033,兴全300增强A,兴全基金管理有限公司,申庆,,,,
163409,Hybrid,-42.332367,-2.0548775,兴全绿色,兴全基金管理有限公司,邹欣,,,,
163411,Hybrid,-42.332676,-2.0548768,兴全精选,兴全基金管理有限公司,陈宇,,,,
163412,Hybrid,-42.33252,-2.054877,兴全轻资产,兴全基金管理有限公司,董理,,,,
163415,Hybrid,-42.332516,-2.054877,兴全模式,兴全基金管理有限公司,乔迁,,,,
163503,Hybrid,11.519363,0.33880812,天治核心,天治基金管理有限公司,许家涵,,,,
163801,Hybrid,-41.405945,-2.075934,中银中国,中银基金管理有限公司,陈军,,,,
163803,Hybrid,17.759115,-8.5578165,中银增长A,中银基金管理有限公司,辜岚,,,,
163804,Hybrid,12.3390255,0.16979666,中银收益A,中银基金管理有限公司,陈军,,,,
163805,Hybrid,-41.911774,-1.9032283,中银动态,中银基金管理有限公司,邬炜,,,,
163806,Bond,23.760147,25.947437,中银增利,中银基金管理有限公司,方抗,奚鹏洲,,,
163807,Hybrid,-37.47506,0.9991889,中银优选,中银基金管理有限公司,王伟,,,,
163808,Stock,-1.3808398,15.704185,中银100,中银基金管理有限公司,赵建忠,,,,
163809,Hybrid,-2.46974,-25.394075,中银蓝筹,中银基金管理有限公司,王帅,,,,
163810,Hybrid,-2.4697325,-25.394075,中银价值,中银基金管理有限公司,邬炜,,,,
163811,Bond,44.025883,14.5675745,中银双利A,中银基金管理有限公司,奚鹏洲,,,,
163812,Bond,42.17249,13.289691,中银双利B,中银基金管理有限公司,奚鹏洲,,,,
163816,Bond,0.7608537,3.4782908,中银转债A,中银基金管理有限公司,李建,,,,
163817,Bond,0.7608537,3.4782908,中银转债B,中银基金管理有限公司,李建,,,,
163818,Hybrid,-5.349704,30.99431,中银成长,中银基金管理有限公司,王伟,,,,
163819,Bond,40.009537,24.188435,中银信用,中银基金管理有限公司,陈志华,奚鹏洲,,,
163821,Stock,-37.79886,-16.303041,中银300,中银基金管理有限公司,赵建忠,,,,
163822,Hybrid,-3.1741042,-42.90414,中银主题,中银基金管理有限公司,陈军,黄B,,,
163823,Hybrid,-6.758097,-2.0242245,中银稳健,中银基金管理有限公司,李建,,,,
163824,Bond,27.473486,-39.296993,中银盛利,中银基金管理有限公司,陈玮,,,,
164105,Bond,-16.183102,28.857912,华富强债,华富基金管理有限公司,尹培俊,,,,
164606,Bond,24.845558,5.6611648,华泰信用,华泰柏瑞基金管理有限公司,陈东,朱向临,,,
164702,Bond,30.173103,-35.33944,汇添富季红,汇添富基金管理股份有限公司,陆文磊,徐光,,,
164809,Stock,-5.8161187,23.747305,工银500,工银瑞信基金管理有限公司,刘伟琳,,,,
164810,Bond,26.481752,-33.644245,工银纯债定期,工银瑞信基金管理有限公司,李娜,,,,
164902,Bond,40.009537,24.188435,交银添利,交银施罗德基金管理有限公司,唐S,,,,
165309,Stock,-39.53932,-21.493649,建信300,建信基金管理有限责任公司,梁洪昀,,,,
165311,Bond,22.916546,26.005095,建信信用A,建信基金管理有限责任公司,李峰,,,,
165313,Hybrid,-15.386919,2.8812199,建信优势,建信基金管理有限责任公司,姜锋,,,,
165508,Hybrid,3.3677542,-18.785606,信诚深度,中信保诚基金管理有限公司,夏明月,,,,
165509,Bond,-4.032617,42.741737,信诚强债,中信保诚基金管理有限公司,宋海娟,,,,
165511,Stock,-5.8239417,23.726873,信诚500,中信保诚基金管理有限公司,黄稚,,,,
165512,Hybrid,-32.82809,-6.634954,信诚机遇,中信保诚基金管理有限公司,吴昊,,,,
165515,Stock,-40.330666,-22.779175,信诚300,中信保诚基金管理有限公司,HAN.YILING,,,,
165516,Hybrid,-32.532635,-6.779884,信诚周期,中信保诚基金管理有限公司,张光成,,,,
165519,Stock,-5.1165676,33.268017,信诚医药,中信保诚基金管理有限公司,杨旭,,,,
165520,Stock,-2.944097,21.47452,信诚有色,中信保诚基金管理有限公司,杨旭,,,,
165707,Stock,-6.329575,-16.940195,诺德300,诺德基金管理有限公司,杨霞辉,,,,
166001,Hybrid,11.58293,0.48148543,中欧新趋势A,中欧基金管理有限公司,周蔚文,,,,
166002,Hybrid,-2.9748585,-26.493885,中欧蓝筹A,中欧基金管理有限公司,金媛媛,周蔚文,,,
166005,Hybrid,-3.5006344,-43.677017,中欧价值A,中欧基金管理有限公司,曹名长,蓝小康,,,
166006,Hybrid,-16.399096,-2.2255938,中欧成长A,中欧基金管理有限公司,李欣,王培,,,
166008,Bond,24.097042,26.907057,中欧强债A,中欧基金管理有限公司,赵国英,,,,
166009,Hybrid,-40.924934,3.6418333,中欧新动力A,中欧基金管理有限公司,王健,许文星,,,
166019,Hybrid,26.216213,-34.0795,中欧智选A,中欧基金管理有限公司,刘晨,,,,
166020,Hybrid,26.066406,-33.500668,中欧优选A,中欧基金管理有限公司,曹名长,袁维德,,,
166801,Hybrid,-1.3628396,-24.579111,浙商新思维,浙商基金管理有限公司,倪权生,,,,
166902,Bond,25.871479,3.7056727,民生增利A,民生加银基金管理有限公司,胡振仓,,,,
166903,Bond,25.899696,2.9892557,民生增利C,民生加银基金管理有限公司,胡振仓,,,,
166904,Bond,25.208216,3.3300524,民生添利A,民生加银基金管理有限公司,陆欣,,,,
166905,Bond,24.498384,5.079655,民生添利C,民生加银基金管理有限公司,陆欣,,,,
180001,Hybrid,14.12439,-10.175144,银华优势,银华基金管理股份有限公司,王鑫钢,,,,
180002,Bond,26.481752,-33.644245,银华保本,银华基金管理股份有限公司,贾鹏,孙慧,,,
180003,Stock,-3.068898,-17.505327,银华88,银华基金管理股份有限公司,周晶,,,,
180010,Hybrid,-17.672817,1.2934625,银华优质,银华基金管理股份有限公司,贲兴振,,,,
180012,Hybrid,-18.035604,1.6248407,银华富裕,银华基金管理股份有限公司,焦巍,,,,
180013,Hybrid,-2.652648,-30.012463,银华领先,银华基金管理股份有限公司,倪明,苏静然,,,
180015,Bond,23.749931,25.487276,银华强债,银华基金管理股份有限公司,瞿灿,,,,
180018,Hybrid,-11.914652,5.139226,银华和谐,银华基金管理股份有限公司,唐能,,,,
180020,Hybrid,-12.308322,4.6547747,银华成长,银华基金管理股份有限公司,王鑫钢,,,,
180025,Bond,40.17162,23.844765,银华双利A,银华基金管理股份有限公司,贾鹏,孙慧,,,
180026,Bond,40.17162,23.844765,银华双利C,银华基金管理股份有限公司,贾鹏,孙慧,,,
180031,Hybrid,-5.361689,24.411106,银华中小盘,银华基金管理股份有限公司,李晓星,张萍,,,
180033,Stock,-11.550701,-26.706535,银华上证50ETF联接,银华基金管理股份有限公司,周大鹏,,,,
200001,Hybrid,21.065159,2.5786808,长城久恒,长城基金管理有限公司,储雯玉,,,,
200002,Stock,-40.330666,-22.779175,长城久泰A,长城基金管理有限公司,雷俊,杨建华,,,
200006,Hybrid,13.806488,-9.553577,长城消费,长城基金管理有限公司,龙宇飞,,,,
200007,Hybrid,25.228014,-38.397278,长城回报,长城基金管理有限公司,何以广,,,,
200008,Hybrid,14.185298,-10.067368,长城品牌,长城基金管理有限公司,杨建华,,,,
200009,Bond,23.12117,25.31336,长城债券,长城基金管理有限公司,蔡F,,,,
200010,Hybrid,13.417225,-9.436459,长城双动力,长城基金管理有限公司,龙宇飞,,,,
200011,Hybrid,-11.707343,4.9144063,长城景气行业,长城基金管理有限公司,赵波,,,,
200012,Hybrid,-5.458648,31.96513,长城中小盘,长城基金管理有限公司,何以广,,,,
200013,Bond,45.36714,9.995235,长城增利A,长城基金管理有限公司,马强,,,,
200015,Hybrid,-9.925002,-2.5926247,长城优化,长城基金管理有限公司,张捷,,,,
200016,Hybrid,-11.707343,4.9144063,长城稳健,长城基金管理有限公司,张捷,,,,
200113,Bond,45.36818,9.993254,长城增利C,长城基金管理有限公司,马强,,,,
202001,Hybrid,5.230758,-19.973837,南方稳健,南方基金管理股份有限公司,应帅,,,,
202002,Hybrid,5.230758,-19.973837,南稳贰号,南方基金管理股份有限公司,应帅,,,,
202003,Hybrid,-4.175365,-43.554142,南方绩优A,南方基金管理股份有限公司,骆帅,史博,,,
202005,Hybrid,-4.009528,-44.4994,南方成份A,南方基金管理股份有限公司,黄春逢,张原,,,
202007,Hybrid,-6.2630363,-46.34719,南方隆元,南方基金管理股份有限公司,蒋秋洁,,,,
202009,Hybrid,5.271415,-23.451057,南方盛元,南方基金管理股份有限公司,林乐峰,,,,
202011,Hybrid,-3.8320892,-41.334465,南方价值A,南方基金管理股份有限公司,罗安安,,,,
202015,Stock,-39.53932,-21.493649,南方300ETF联接A,南方基金管理股份有限公司,罗文杰,,,,
202017,Stock,-11.167464,-15.091199,南方深成ETF联接A,南方基金管理股份有限公司,孙伟,,,,
202019,Hybrid,-5.2025867,-41.676914,南方策略,南方基金管理股份有限公司,肖勇,,,,
202021,Stock,-5.9620914,35.943172,南方小康ETF联接A,南方基金管理股份有限公司,崔蕾,龚涛,,,
202023,Hybrid,-2.6009288,-25.47674,南方成长A,南方基金管理股份有限公司,骆帅,,,,
202025,Stock,-4.2283607,-16.028263,南方380ETF联接A,南方基金管理股份有限公司,孙伟,,,,
202027,Hybrid,-2.8968167,24.71077,南方高端A,南方基金管理股份有限公司,骆帅,,,,
202101,Bond,28.304443,19.161646,南方宝元A,南方基金管理股份有限公司,林乐峰,,,,
202102,Bond,38.069202,19.804873,南方多利C,南方基金管理股份有限公司,郑迎迎,,,,
202103,Bond,37.91414,20.361782,南方多利A,南方基金管理股份有限公司,郑迎迎,,,,
202105,Bond,-15.420303,30.06027,南方广利A/B,南方基金管理股份有限公司,刘文良,,,,
202107,Bond,-16.831713,29.552895,南方广利C,南方基金管理股份有限公司,刘文良,,,,
202108,Bond,-16.770145,29.203987,南方润元A/B,南方基金管理股份有限公司,金凌志,,,,
202110,Bond,-16.005371,29.667578,南方润元C,南方基金管理股份有限公司,金凌志,,,,
202202,Bond,22.064034,6.6146374,南方避险,南方基金管理股份有限公司,,,,,
202211,Stock,-1.727801,15.937794,南方中证100A,南方基金管理股份有限公司,龚涛,,,,
202212,Hybrid,-33.99007,4.884556,南方平衡,南方基金管理股份有限公司,黄春逢,,,,
202213,Hybrid,-33.99007,4.884556,南方核心,南方基金管理股份有限公司,卢玉珊,,,,
206002,Hybrid,-32.533073,-6.776255,鹏华精选,鹏华基金管理有限公司,谢书英,,,,
206003,Bond,23.923517,26.92624,鹏华信用A,鹏华基金管理有限公司,方昶,王石千,,,
206004,Bond,24.356094,26.787384,鹏华信用B,鹏华基金管理有限公司,方昶,王石千,,,
206005,Stock,-9.599643,-24.900978,鹏华民企ETF联接,鹏华基金管理有限公司,崔俊杰,张羽翔,,,
206007,Hybrid,-33.249836,-6.757992,鹏华优选,鹏华基金管理有限公司,王宗合,,,,
206008,Bond,25.494602,-33.963806,鹏华丰盛,鹏华基金管理有限公司,刘太阳,,,,
206009,Hybrid,-2.5491753,24.089928,鹏华新兴产业,鹏华基金管理有限公司,梁浩,,,,
206010,Stock,-8.428856,-16.296602,鹏华深证民营ETF联接,鹏华基金管理有限公司,崔俊杰,罗捷,,,
206012,Stock,-42.118027,-17.337582,鹏华价值精选,鹏华基金管理有限公司,张航,,,,
206015,Bond,24.234367,25.343313,鹏华纯债,鹏华基金管理有限公司,王石千,,,,
206018,Bond,23.617746,26.867796,鹏华产业债,鹏华基金管理有限公司,祝松,,,,
210001,Hybrid,2.9369805,-18.279238,金鹰优选,金鹰基金管理有限公司,倪超,,,,
210002,Hybrid,-0.13369957,13.718631,金鹰红利,金鹰基金管理有限公司,王,,,,
210003,Hybrid,-41.194553,3.6940184,金鹰行业,金鹰基金管理有限公司,倪超,,,,
210004,Hybrid,-40.706272,3.6928437,金鹰稳健,金鹰基金管理有限公司,陈立,于利强,,,
210005,Hybrid,-40.49338,3.9444225,金鹰主题,金鹰基金管理有限公司,陈立,,,,
210007,Hybrid,-34.04679,5.33107,金鹰技术A,金鹰基金管理有限公司,吴德u,,,,
210008,Hybrid,-40.71242,3.808618,金鹰策略,金鹰基金管理有限公司,陈颖,,,,
210009,Hybrid,-40.50336,4.404277,金鹰核心,金鹰基金管理有限公司,陈颖,,,,
210010,Hybrid,-34.04674,5.3307867,金鹰灵活A,金鹰基金管理有限公司,杨晓斌,,,,
210011,Hybrid,-33.989902,4.885008,金鹰灵活C,金鹰基金管理有限公司,杨晓斌,,,,
213001,Hybrid,-7.723738,-2.053068,宝盈鸿利A,宝盈基金管理有限公司,李进,,,,
213002,Hybrid,7.838857,-22.579557,宝盈增长,宝盈基金管理有限公司,张志梅,,,,
213003,Hybrid,7.811106,-22.544388,宝盈策略,宝盈基金管理有限公司,蔡丹,刘李杰,朱建明,,
213006,Hybrid,-2.5138738,-27.458939,宝盈核心A,宝盈基金管理有限公司,李健伟,,,,
213007,Bond,-4.728873,43.292778,宝盈收益A/B,宝盈基金管理有限公司,高宇,,,,
213008,Hybrid,-2.4832532,-32.53953,宝盈资源,宝盈基金管理有限公司,刘李杰,肖肖,,,
213010,Stock,-1.2075816,15.874093,宝盈100A,宝盈基金管理有限公司,蔡丹,刘李杰,,,
213917,Bond,-5.3700914,43.12165,宝盈收益C,宝盈基金管理有限公司,高宇,,,,
217001,Hybrid,3.3264718,-18.928965,招商偏股,招商基金管理有限公司,潘明曦,徐张红,,,
217002,Hybrid,-0.24533357,13.721977,招商平衡,招商基金管理有限公司,李,,,,
217003,Bond,-1.5972351,20.104416,招商债券A,招商基金管理有限公司,康晶,,,,
217005,Hybrid,2.9318197,-16.20567,招商先锋,招商基金管理有限公司,付斌,,,,
217008,Bond,31.13156,-34.872997,招商安本,招商基金管理有限公司,滕越,,,,
217009,Hybrid,-10.059274,0.91322285,招商核心,招商基金管理有限公司,郭锐,,,,
217010,Hybrid,-10.15654,0.8666301,招商大盘,招商基金管理有限公司,郭锐,,,,
217011,Bond,42.54073,13.605297,招商安心,招商基金管理有限公司,马龙,,,,
217012,Hybrid,-9.102194,-2.1808615,招商领先A,招商基金管理有限公司,吴昊,,,,
217013,Hybrid,1.0419992,2.8904455,招商小盘,招商基金管理有限公司,韩冰,,,,
217016,Stock,-8.947317,-17.3275,招商100A,招商基金管理有限公司,侯昊,,,,
217017,Stock,-9.646827,-26.054703,招商消费ETF联接A,招商基金管理有限公司,苏燕青,,,,
217018,Bond,1.7426825,3.4123464,招商安瑞,招商基金管理有限公司,尹晓红,张韵,,,
217019,Stock,-13.01365,-16.252155,招商深证TMT50联接A,招商基金管理有限公司,刘重杰,苏燕青,,,
217020,Hybrid,-20.601799,-6.786885,招商安达,招商基金管理有限公司,王奇玮,,,,
217021,Hybrid,-6.758039,-2.0242414,招商优势,招商基金管理有限公司,潘明曦,,,,
217022,Bond,26.216213,-34.0795,招商产业债A,招商基金管理有限公司,马龙,,,,
217023,Bond,25.583107,3.9533854,招商强债,招商基金管理有限公司,滕越,,,,
217024,Bond,42.931114,12.769079,招商安盈,招商基金管理有限公司,姚爽,尹晓红,,,
217027,Stock,-5.671386,-16.30755,招商50A,招商基金管理有限公司,侯昊,,,,
217203,Bond,-1.5970958,20.10392,招商债券B,招商基金管理有限公司,康晶,,,,
229002,Hybrid,-2.5870497,-33.149616,泰达逆向,泰达宏利基金管理有限公司,刘欣,,,,
233001,Hybrid,-31.856884,-2.325049,大摩基础,摩根士丹利华鑫基金管理有限公司,王大鹏,朱睿,,,
233005,Bond,25.930225,4.90261,大摩强债,摩根士丹利华鑫基金管理有限公司,张雪,,,,
233006,Hybrid,-17.51668,-2.487362,大摩领先,摩根士丹利华鑫基金管理有限公司,徐达,,,,
233007,Hybrid,-32.530853,-6.776298,大摩卓越,摩根士丹利华鑫基金管理有限公司,王大鹏,,,,
233008,Hybrid,-31.856857,-2.3250868,大摩消费,摩根士丹利华鑫基金管理有限公司,王大鹏,,,,
233009,Hybrid,-5.3615975,24.410559,大摩精选,摩根士丹利华鑫基金管理有限公司,夏青,,,,
233010,Stock,-6.351461,-16.946356,大摩深证300,摩根士丹利华鑫基金管理有限公司,夏青,,,,
233011,Hybrid,-20.827024,-6.6876254,大摩主题,摩根士丹利华鑫基金管理有限公司,缪东航,,,,
233012,Bond,13.607604,-11.487056,大摩多元A,摩根士丹利华鑫基金管理有限公司,李轶,,,,
233013,Bond,13.607604,-11.487056,大摩多元C,摩根士丹利华鑫基金管理有限公司,李轶,,,,
233015,Hybrid,-20.827164,-6.6874814,大摩量化,摩根士丹利华鑫基金管理有限公司,陈健夫,夏青,,,
240001,Hybrid,-33.249836,-6.757992,华宝消费,华宝基金管理有限公司,胡戈游,,,,
240002,Hybrid,-31.372454,-1.3628659,华宝配置,华宝基金管理有限公司,季鹏,,,,
240003,Bond,-4.224477,43.067265,华宝宝康债券,华宝基金管理有限公司,李栋梁,,,,
240004,Hybrid,0.9911042,-28.08111,华宝动力,华宝基金管理有限公司,刘自强,,,,
240005,Stock,0.9911105,-28.080645,华宝策略,华宝基金管理有限公司,蔡目荣,,,,
240008,Hybrid,5.2690783,-23.368143,华宝收益,华宝基金管理有限公司,毛文博,,,,
240009,Hybrid,-4.24746,-15.835845,华宝成长,华宝基金管理有限公司,曾豪,,,,
240010,Hybrid,-42.34503,-20.144503,华宝行业,华宝基金管理有限公司,闫旭,,,,
240011,Hybrid,-4.5820723,-42.61947,华宝大盘,华宝基金管理有限公司,詹杰,,,,
240012,Bond,23.286871,26.0266,华宝债券A,华宝基金管理有限公司,李栋梁,詹杰,,,
240013,Bond,24.633032,25.009026,华宝债券B,华宝基金管理有限公司,李栋梁,詹杰,,,
240014,Stock,-1.2732555,15.867563,华宝100A,华宝基金管理有限公司,陈建华,,,,
240016,Stock,-9.320685,-25.877882,华宝价值ETF联接,华宝基金管理有限公司,丰晨成,,,,
240017,Hybrid,-2.7828436,18.738226,华宝新兴,华宝基金管理有限公司,易镜明,,,,
240018,Bond,12.950553,-11.702764,华宝可转债,华宝基金管理有限公司,李栋梁,,,,
240019,Stock,-2.559363,20.954021,华宝中证银行ETF联接A,华宝基金管理有限公司,胡洁,,,,
240020,Hybrid,-4.4311666,20.220068,华宝医药,华宝基金管理有限公司,光磊,,,,
240022,Hybrid,0.27876958,33.91583,华宝资源,华宝基金管理有限公司,蔡目荣,,,,
253010,Hybrid,10.781217,3.1213906,国联安安心,国联安基金管理有限公司,吕中凡,杨子江,,,
253020,Bond,24.450378,3.976394,国联安增利A,国联安基金管理有限公司,吕中凡,,,,
253021,Bond,25.444859,6.030904,国联安增利B,国联安基金管理有限公司,吕中凡,,,,
253030,Bond,25.813684,4.1834693,国联安增益,国联安基金管理有限公司,薛琳,,,,
255010,Hybrid,-2.5123441,-27.458336,国联安稳健,国联安基金管理有限公司,刘斌,,,,
257010,Hybrid,0.06847014,2.3668878,国联安小盘,国联安基金管理有限公司,邹新进,,,,
257020,Hybrid,-6.263036,-46.347168,国联安精选混合,国联安基金管理有限公司,魏东,,,,
257030,Hybrid,-2.6577127,-30.015074,国联安优势,国联安基金管理有限公司,刘斌,,,,
257040,Hybrid,-2.6242204,-42.708714,国联安红利,国联安基金管理有限公司,徐俊,郑青,,,
257050,Hybrid,-4.276583,-43.330803,国联安主题,国联安基金管理有限公司,张汉毅,,,,
257060,Stock,-7.5402913,-27.762863,国联安商品ETF联接,国联安基金管理有限公司,黄欣,,,,
257070,Hybrid,-3.1599827,-42.32788,国联安优选,国联安基金管理有限公司,潘明,,,,
260101,Hybrid,-0.6747077,16.357508,景顺优选,景顺长城基金管理有限公司,杨锐文,,,,
260103,Hybrid,-11.594684,5.345857,景顺平衡,景顺长城基金管理有限公司,刘苏,,,,
260104,Hybrid,-0.67470795,16.357508,景顺增长,景顺长城基金管理有限公司,刘彦春,,,,
260108,Hybrid,-1.6529337,18.189482,景顺成长,景顺长城基金管理有限公司,刘彦春,,,,
260109,Hybrid,-0.6746215,16.356506,景内需贰,景顺长城基金管理有限公司,刘彦春,,,,
260110,Hybrid,-18.033709,1.9806745,景顺蓝筹,景顺长城基金管理有限公司,余广,,,,
260111,Hybrid,-44.352962,0.378454,景顺治理,景顺长城基金管理有限公司,万梦,徐喻军,,,
260112,Hybrid,-44.17249,0.6854717,景顺能源,景顺长城基金管理有限公司,鲍无可,,,,
260115,Hybrid,-5.458648,31.96513,景顺中小盘,景顺长城基金管理有限公司,李孟海,,,,
260116,Hybrid,-44.444042,0.29527918,景顺核心A,景顺长城基金管理有限公司,余广,,,,
260117,Hybrid,5.0496826,37.11764,景顺产业,景顺长城基金管理有限公司,徐喻军,,,,
261001,Bond,-5.4941564,43.052692,景顺收益A,景顺长城基金管理有限公司,何江波,,,,
261002,Bond,-16.770145,29.203987,景顺增利A,景顺长城基金管理有限公司,何江波,,,,
261101,Bond,-5.0293374,41.46005,景顺收益C,景顺长城基金管理有限公司,何江波,,,,
261102,Bond,-15.680935,28.849018,景顺增利C,景顺长城基金管理有限公司,何江波,,,,
262001,QDII,9.942775,-6.5522776,景顺大中华,景顺长城基金管理有限公司,周寒颖,,,,
270001,Hybrid,-44.90879,1.0152977,广发聚富,广发基金管理有限公司,林英睿,苗宇,,,
270002,Hybrid,-36.31238,4.8272142,广发稳健,广发基金管理有限公司,傅友兴,,,,
270005,Hybrid,-45.14919,0.56290835,广发聚丰,广发基金管理有限公司,李琛,苗宇,邱ZF,,
270006,Hybrid,-40.489155,3.956439,广发优选,广发基金管理有限公司,罗洋,,,,
270007,Hybrid,-2.7470014,-32.64789,广发大盘,广发基金管理有限公司,程琨,李琛,苗宇,,
270008,Hybrid,-5.0445776,-44.077282,广发核心,广发基金管理有限公司,程琨,吴兴武,,,
270009,Bond,-16.11362,30.332186,广发强债,广发基金管理有限公司,谢军,,,,
270010,Stock,-39.77602,-21.383476,广发300ETF联接A,广发基金管理有限公司,刘杰,,,,
270021,Hybrid,-44.20762,0.8218552,广发聚瑞,广发基金管理有限公司,费逸,,,,
270022,Hybrid,-34.697144,5.2108393,广发内需,广发基金管理有限公司,王明旭,,,,
270025,Hybrid,-45.093147,0.4527878,广发行业A,广发基金管理有限公司,程琨,李琛,,,
270026,Stock,-4.8060822,-17.582394,广发中小板300联接,广发基金管理有限公司,刘杰,,,,
270028,Hybrid,-3.39097,13.156931,广发制造,广发基金管理有限公司,李巍,,,,
270029,Bond,40.009537,24.188435,广发聚财A,广发基金管理有限公司,代宇,,,,
270030,Bond,40.009537,24.188435,广发聚财B,广发基金管理有限公司,代宇,,,,
270041,Hybrid,-3.3868945,13.157562,广发消费,广发基金管理有限公司,李琛,田文舟,,,
270044,Bond,33.97223,21.66634,广发双债A,广发基金管理有限公司,代宇,,,,
270045,Bond,33.97235,21.666065,广发双债C,广发基金管理有限公司,代宇,,,,
270048,Bond,38.248383,19.976343,广发纯债A,广发基金管理有限公司,张芊,,,,
270049,Bond,38.069202,19.804873,广发纯债C,广发基金管理有限公司,张芊,,,,
270050,Hybrid,-45.148323,0.7487131,广发新经济,广发基金管理有限公司,邱ZF,,,,
288001,Hybrid,-34.193424,-4.1965575,华夏经典,华夏基金管理有限公司,佟巍,,,,
288002,Hybrid,12.175071,-0.83493423,华夏收入,华夏基金管理有限公司,郑煜,,,,
