code,symbol,issuer,fund_type,manager_0,manager_1,manager_2,manager_3,manager_4
120,中银美丽,中银基金管理有限公司,Hybrid,王伟,严菲,,,
519120,浦银战略,浦银安盛基金管理有限公司,Hybrid,吴勇,,,,
217020,招商安达,招商基金管理有限公司,Hybrid,王奇玮,,,,
165520,信诚有色,中信保诚基金管理有限公司,Stock,杨旭,,,,
110020,易方达300ETF联接A,易方达基金管理有限公司,Stock,杨俊,余海燕,,,
180020,银华成长,银华基金管理股份有限公司,Hybrid,王鑫钢,,,,
220,富国医疗,富国基金管理有限公司,Hybrid,于洋,,,,
531020,建信转债C,建信基金管理有限责任公司,Bond,朱建华,,,,
90020,大成健康,大成基金管理有限公司,Hybrid,杨挺,,,,
20,景顺品质,景顺长城基金管理有限公司,Hybrid,詹成,,,,
100020,富国天益,富国基金管理有限公司,Hybrid,李晓铭,许炎,,,
163818,中银成长,中银基金管理有限公司,Hybrid,王伟,,,,
40018,华安香港,华安基金管理有限公司,QDII,苏圻涵,翁启森,,,
310318,申万300增强,申万菱信基金管理有限公司,Stock,刘敦,袁英杰,,,
320018,诺安新动力,诺安基金管理有限公司,Hybrid,曲泉儒,张,,,
160718,嘉实多利,嘉实基金管理有限公司,Bond,王茜,,,,
206018,鹏华产业债,鹏华基金管理有限公司,Bond,祝松,,,,
310518,申万可转债,申万菱信基金管理有限公司,Bond,范磊,,,,
161818,银华消费,银华基金管理股份有限公司,Hybrid,薄官辉,,,,
50018,博时行业,博时基金管理有限公司,Hybrid,陈雷,,,,
530018,建信100,建信基金管理有限责任公司,Stock,梁洪昀,,,,
159918,嘉实中创400ETF,嘉实基金管理有限公司,Stock,李直,刘珈吟,,,
70018,嘉实回报,嘉实基金管理有限公司,Hybrid,常蓁,,,,
160218,国泰房地产,国泰基金管理有限公司,Stock,徐成城,,,,
217018,招商安瑞,招商基金管理有限公司,Bond,尹晓红,张韵,,,
161718,招商300高贝,招商基金管理有限公司,Stock,苏燕青,,,,
470018,汇添富双债A,汇添富基金管理股份有限公司,Bond,吴江宏,郑慧莲,,,
118,广发聚鑫A,广发基金管理有限公司,Bond,张芊,,,,
161118,易方达中小,易方达基金管理有限公司,Stock,成曦,刘树荣,,,
519718,交银纯债A/B,交银施罗德基金管理有限公司,Bond,魏玉敏,于海颖,,,
20018,国泰金鹿混合,国泰基金管理有限公司,Hybrid,李海,,,,
240018,华宝可转债,华宝基金管理有限公司,Bond,李栋梁,,,,
100018,富国天利,富国基金管理有限公司,Bond,黄纪亮,,,,
161618,融通岁岁A,融通基金管理有限公司,Bond,王超,,,,
519018,汇添富均衡,汇添富基金管理股份有限公司,Hybrid,佘中强,,,,
90018,大成新锐,大成基金管理有限公司,Hybrid,韩创,,,,
180018,银华和谐,银华基金管理股份有限公司,Hybrid,唐能,,,,
450018,国富恒久A,国海富兰克林基金管理有限公司,Bond,刘怡敏,,,,
550018,信诚优质A,中信保诚基金管理有限公司,Bond,王国强,,,,
110018,易方达回报B,易方达基金管理有限公司,Bond,王晓晨,张雅君,,,
418,景顺成长之星,景顺长城基金管理有限公司,Stock,刘晓明,,,,
50027,博时纯债A,博时基金管理有限公司,Bond,张李陵,,,,
160127,南方消费,南方基金管理股份有限公司,Stock,肖勇,,,,
70027,嘉实周期,嘉实基金管理有限公司,Hybrid,吴云峰,,,,
202027,南方高端A,南方基金管理股份有限公司,Hybrid,骆帅,,,,
127,农银领先,农银汇理基金管理有限公司,Hybrid,张峰,,,,
217027,招商50A,招商基金管理有限公司,Stock,侯昊,,,,
519727,交银30,交银施罗德基金管理有限公司,Hybrid,郭斐,,,,
519027,海富通周期ETF联接,海富通基金管理有限公司,Stock,江勇,,,,
110027,易方达安心A,易方达基金管理有限公司,Bond,张清华,,,,
370027,上投30,上投摩根基金管理有限公司,Hybrid,李德辉,,,,
485011,工银双利B,工银瑞信基金管理有限公司,Bond,欧阳凯,宋炳|,魏欣,,
11,华夏大盘,华夏基金管理有限公司,Hybrid,陈伟彦,,,,
675011,西部双利A,西部利得基金管理有限公司,Bond,韩丽楠,林静,,,
165311,建信信用A,建信基金管理有限责任公司,Bond,李峰,,,,
161611,融通内需,融通基金管理有限公司,Hybrid,付伟琦,,,,
519011,海富通精选,海富通基金管理有限公司,Hybrid,黄峰,王智慧,,,
90011,大成核心,大成基金管理有限公司,Hybrid,苏秉毅,张钟玉,,,
360011,光大配置,光大保德信基金管理有限公司,Hybrid,戴奇雷,,,,
163211,诺安纯债C,诺安基金管理有限公司,Bond,谢志华,,,,
450011,国富精选,国海富兰克林基金管理有限公司,Hybrid,徐荔蓉,,,,
161211,国投金地ETF联接,国投瑞银基金管理有限公司,Stock,赵建,,,,
110011,易方达中小盘,易方达基金管理有限公司,Hybrid,张坤,,,,
2011,华夏红利,华夏基金管理有限公司,Hybrid,陈虎,王怡欢,赵航,,
165511,信诚500,中信保诚基金管理有限公司,Stock,黄稚,,,,
630011,华商主题,华商基金管理有限公司,Hybrid,童立,周海栋,,,
163411,兴全精选,兴全基金管理有限公司,Hybrid,陈宇,,,,
217011,招商安心,招商基金管理有限公司,Bond,马龙,,,,
519111,浦银收益A,浦银安盛基金管理有限公司,Bond,章潇枫,钟明,,,
233011,大摩主题,摩根士丹利华鑫基金管理有限公司,Hybrid,缪东航,,,,
311,景顺300,景顺长城基金管理有限公司,Stock,黎海威,,,,
260111,景顺治理,景顺长城基金管理有限公司,Hybrid,万梦,徐喻军,,,
470011,汇添富多元C,汇添富基金管理股份有限公司,Bond,曾刚,郑慧莲,,,
395011,中海强债A,中海基金管理有限公司,Bond,王含嫣,,,,
485111,工银双利A,工银瑞信基金管理有限公司,Bond,欧阳凯,宋炳|,魏欣,,
399011,中海医疗,中海基金管理有限公司,Stock,许定晴,易小金,,,
20011,国泰300A,国泰基金管理有限公司,Stock,艾小军,,,,
690011,民生积极,民生加银基金管理有限公司,Hybrid,金耀,,,,
240011,华宝大盘,华宝基金管理有限公司,Hybrid,詹杰,,,,
210011,金鹰灵活C,金鹰基金管理有限公司,Hybrid,杨晓斌,,,,
202011,南方价值A,南方基金管理股份有限公司,Hybrid,罗安安,,,,
162211,泰达品质,泰达宏利基金管理有限公司,Hybrid,刘洋,庞宝臣,,,
530011,建信内生,建信基金管理有限责任公司,Hybrid,吴尚伟,,,,
160611,鹏华治理,鹏华基金管理有限公司,Hybrid,陈璇淼,,,,
1011,华夏希望A,华夏基金管理有限公司,Bond,何家琪,,,,
202211,南方中证100A,南方基金管理股份有限公司,Stock,龚涛,,,,
159911,鹏华深证民营ETF,鹏华基金管理有限公司,Stock,崔俊杰,罗捷,,,
70011,嘉实策略,嘉实基金管理有限公司,Hybrid,谢泽林,,,,
290011,泰信中小盘,泰信基金管理有限公司,Hybrid,董季周,刘杰,,,
161911,万家强债,万家基金管理有限公司,Bond,陈奕雯,苏谋东,,,
50111,博时信用债券C,博时基金管理有限公司,Bond,过钧,,,,
160211,国泰小盘,国泰基金管理有限公司,Hybrid,杨飞,,,,
200011,长城景气行业,长城基金管理有限公司,Hybrid,赵波,,,,
163811,中银双利A,中银基金管理有限公司,Bond,奚鹏洲,,,,
40011,华安核心,华安基金管理有限公司,Hybrid,陆秋渊,盛骅,,,
398011,中海分红,中海基金管理有限公司,Hybrid,邱红丽,,,,
660011,农银500,农银汇理基金管理有限公司,Stock,宋永安,,,,
400011,东方动力,东方基金管理有限责任公司,Hybrid,薛子徵,,,,
320011,诺安中小盘,诺安基金管理有限公司,Hybrid,韩冬燕,,,,
160311,华夏蓝筹,华夏基金管理有限公司,Hybrid,王怡欢,,,,
162711,广发500ETF联接A,广发基金管理有限公司,Stock,刘杰,,,,
50011,博时信用债券A/B,博时基金管理有限公司,Bond,过钧,,,,
110029,易方达科讯,易方达基金管理有限公司,Hybrid,陈皓,刘健维,,,
270029,广发聚财A,广发基金管理有限公司,Bond,代宇,,,,
519029,华夏稳增,华夏基金管理有限公司,Hybrid,彭海伟,郑泽鸿,,,
100029,富国天成,富国基金管理有限公司,Hybrid,侯梧,俞晓斌,,,
29,富国策略,富国基金管理有限公司,Hybrid,袁宜,,,,
129,大成景安B,大成基金管理有限公司,Bond,欧阳亮,,,,
159929,汇添富医药ETF,汇添富基金管理股份有限公司,Stock,过蓓蓓,,,,
160129,南方金利C,南方基金管理股份有限公司,Bond,李璇,,,,
161216,国投双债A,国投瑞银基金管理有限公司,Bond,徐栋,,,,
160916,大成优选,大成基金管理有限公司,Hybrid,戴军,,,,
165516,信诚周期,中信保诚基金管理有限公司,Hybrid,张光成,,,,
487016,工银灵活A,工银瑞信基金管理有限公司,Hybrid,李昱,,,,
630016,华商灵活,华商基金管理有限公司,Hybrid,何奇峰,,,,
16,华夏纯债C,华夏基金管理有限公司,Bond,柳万军,,,,
100016,富国天源,富国基金管理有限公司,Hybrid,易智泉,俞晓斌,,,
216,华安黄金易ETF联接A,华安基金管理有限公司,Related,许之彦,,,,
360016,光大行业,光大保德信基金管理有限公司,Hybrid,董伟炜,,,,
90016,大成消费,大成基金管理有限公司,Hybrid,韩创,,,,
161616,融通医疗,融通基金管理有限公司,Hybrid,蒋秀蕾,,,,
240016,华宝价值ETF联接,华宝基金管理有限公司,Stock,丰晨成,,,,
260116,景顺核心A,景顺长城基金管理有限公司,Hybrid,余广,,,,
519116,浦银300,浦银安盛基金管理有限公司,Stock,陈士俊,,,,
217016,招商100A,招商基金管理有限公司,Stock,侯昊,,,,
116,嘉实丰益纯债,嘉实基金管理有限公司,Bond,曲扬,,,,
50116,博时宏观C,博时基金管理有限公司,Bond,王申,王衍胜,,,
200016,长城稳健,长城基金管理有限公司,Hybrid,张捷,,,,
160616,鹏华500A,鹏华基金管理有限公司,Stock,张羽翔,,,,
530016,建信恒稳,建信基金管理有限责任公司,Hybrid,吴尚伟,,,,
162216,泰达500,泰达宏利基金管理有限公司,Stock,刘洋,,,,
70016,嘉实多元B,嘉实基金管理有限公司,Bond,王茜,,,,
159916,建信深证60ETF,建信基金管理有限责任公司,Stock,薛玲,,,,
160416,华安石油,华安基金管理有限公司,QDII,倪斌,,,,
50016,博时宏观A/B,博时基金管理有限公司,Bond,王申,王衍胜,,,
161816,银华90,银华基金管理股份有限公司,Stock,张凯,,,,
40016,华安行业,华安基金管理有限公司,Hybrid,陈媛,饶晓鹏,,,
163816,中银转债A,中银基金管理有限公司,Bond,李建,,,,
160716,嘉实中证50A,嘉实基金管理有限公司,Stock,陈正宪,何如,,,
320016,诺安多策略,诺安基金管理有限公司,Hybrid,李玉良,,,,
400016,东方强化,东方基金管理有限责任公司,Bond,许文波,,,,
242,景顺策略,景顺长城基金管理有限公司,Hybrid,张靖,,,,
42,财通ESG100A,财通基金管理有限公司,Stock,苏俊杰,吴迪,朱海东,,
142,融通增强A,融通基金管理有限公司,Bond,王超,余志勇,,,
519189,万家信用C,万家基金管理有限公司,Bond,苏谋东,,,,
519089,新华成长,新华基金管理股份有限公司,Hybrid,栾超,,,,
519989,长信利丰C,长信基金管理有限责任公司,Bond,李家春,吴晖,,,
40045,华安添鑫A,华安基金管理有限公司,Bond,马晓璇,郑如熙,,,
45,工银产业债A,工银瑞信基金管理有限公司,Bond,何秀红,,,,
270045,广发双债C,广发基金管理有限公司,Bond,代宇,,,,
173,汇添富美丽,汇添富基金管理股份有限公司,Hybrid,王栩,,,,
73,上投成长,上投摩根基金管理有限公司,Hybrid,刘辉,,,,
273,华润安鑫,华润元大基金管理有限公司,Hybrid,刘宏毅,袁华涛,,,
519987,长信恒利,长信基金管理有限责任公司,Hybrid,叶松,,,,
519087,新华分红,新华基金管理股份有限公司,Hybrid,赵强,,,,
87,嘉实中证ETF联接A,嘉实基金管理有限公司,Bond,曲扬,王亚洲,,,
187,华泰丰盛A,华泰柏瑞基金管理有限公司,Bond,陈东,何子建,,,
519187,万家稳增C,万家基金管理有限公司,Bond,陈佳昀,,,,
511880,银华日利A,银华基金管理股份有限公司,Money,王树丽,,,,
510180,华安180ETF,华安基金管理有限公司,Stock,许之彦,,,,
40180,华安180ETF联接,华安基金管理有限公司,Stock,许之彦,,,,
510080,长盛债券,长盛基金管理有限公司,Bond,李琪,杨哲,,,
519680,交银增利A/B,交银施罗德基金管理有限公司,Bond,魏玉敏,于海颖,,,
510880,华泰红利ETF,华泰柏瑞基金管理有限公司,Stock,柳军,,,,
80,天治可转债A,天治基金管理有限公司,Bond,王洋,,,,
518880,华安黄金易ETF,华安基金管理有限公司,Other,许之彦,,,,
519180,万家180,万家基金管理有限公司,Stock,朱小明,,,,
174,汇添富高息债A,汇添富基金管理股份有限公司,Bond,徐光,,,,
519674,银河创新,银河基金管理有限公司,Hybrid,郑巍山,,,,
110028,易方达安心B,易方达基金管理有限公司,Bond,张清华,,,,
428,易方达聚盈,易方达基金管理有限公司,Bond,李一硕,,,,
270028,广发制造,广发基金管理有限公司,Hybrid,李巍,,,,
28,华富安鑫,华富基金管理有限公司,Bond,张惠,,,,
128,大成景安A,大成基金管理有限公司,Bond,欧阳亮,,,,
470028,汇添富责任,汇添富基金管理股份有限公司,Hybrid,雷鸣,,,,
159928,汇添富消费ETF,汇添富基金管理股份有限公司,Stock,过蓓蓓,,,,
160128,南方金利A,南方基金管理股份有限公司,Bond,李璇,,,,
310328,申万新动力,申万菱信基金管理有限公司,Hybrid,季新星,,,,
161217,国投资源,国投瑞银基金管理有限公司,Stock,殷瑞飞,,,,
110017,易方达回报A,易方达基金管理有限公司,Bond,王晓晨,张雅君,,,
161017,富国500,富国基金管理有限公司,Stock,方F,李笑薇,徐幼华,,
17,财通主题,财通基金管理有限公司,Hybrid,夏钦,,,,
519017,大成成长,大成基金管理有限公司,Hybrid,王磊,,,,
90017,大成可转债,大成基金管理有限公司,Bond,李富强,,,,
217,华安黄金易ETF联接C,华安基金管理有限公司,Related,许之彦,,,,
161117,易方达永旭,易方达基金管理有限公司,Bond,李一硕,,,,
481017,工银量化,工银瑞信基金管理有限公司,Hybrid,游凛峰,,,,
240017,华宝新兴,华宝基金管理有限公司,Hybrid,易镜明,,,,
217017,招商消费ETF联接A,招商基金管理有限公司,Stock,苏燕青,,,,
519117,浦银400,浦银安盛基金管理有限公司,Stock,陈士俊,,,,
260117,景顺产业,景顺长城基金管理有限公司,Hybrid,徐喻军,,,,
117,广发轮动,广发基金管理有限公司,Hybrid,吴兴武,,,,
160217,国泰互利,国泰基金管理有限公司,Bond,吴晨,,,,
213917,宝盈收益C,宝盈基金管理有限公司,Bond,高宇,,,,
202017,南方深成ETF联接A,南方基金管理股份有限公司,Stock,孙伟,,,,
530017,建信双息A,建信基金管理有限责任公司,Bond,彭紫云,朱虹,,,
160617,鹏华丰润,鹏华基金管理有限公司,Bond,周恩源,祝松,,,
160417,华安300,华安基金管理有限公司,Stock,苏卿云,,,,
70017,嘉实量化,嘉实基金管理有限公司,Hybrid,金猛,张楠,,,
163817,中银转债B,中银基金管理有限公司,Bond,李建,,,,
160717,嘉实恒生H股,嘉实基金管理有限公司,QDII,高峰,何如,,,
164810,工银纯债定期,工银瑞信基金管理有限公司,Bond,李娜,,,,
163210,诺安纯债A,诺安基金管理有限公司,Bond,谢志华,,,,
360010,光大精选,光大保德信基金管理有限公司,Hybrid,戴奇雷,,,,
540010,汇丰科技,汇丰晋信基金管理有限公司,Stock,陈平,,,,
376510,上投大盘,上投摩根基金管理有限公司,Stock,朱晓龙,,,,
372010,上投强债A,上投摩根基金管理有限公司,Bond,刘阳,唐瑭,,,
90010,大成红利,大成基金管理有限公司,Stock,夏高,,,,
161610,融通领先,融通基金管理有限公司,Hybrid,何龙,邹曦,,,
270010,广发300ETF联接A,广发基金管理有限公司,Stock,刘杰,,,,
213010,宝盈100A,宝盈基金管理有限公司,Stock,蔡丹,刘李杰,,,
450010,国富策略,国海富兰克林基金管理有限公司,Hybrid,王晓宁,,,,
180010,银华优质,银华基金管理股份有限公司,Hybrid,贲兴振,,,,
160910,大成创新,大成基金管理有限公司,Hybrid,刘旭,,,,
161010,富国天丰,富国基金管理有限公司,Bond,武磊,张明凯,,,
630010,华商价值,华商基金管理有限公司,Hybrid,陈恒,彭欣杨,,,
110010,易方达成长,易方达基金管理有限公司,Hybrid,林高榜,武阳,,,
372110,上投强债B,上投摩根基金管理有限公司,Bond,刘阳,唐瑭,,,
470010,汇添富多元A,汇添富基金管理股份有限公司,Bond,曾刚,郑慧莲,,,
260110,景顺蓝筹,景顺长城基金管理有限公司,Hybrid,余广,,,,
233010,大摩深证300,摩根士丹利华鑫基金管理有限公司,Stock,夏青,,,,
378010,上投先锋,上投摩根基金管理有限公司,Hybrid,张一甫,,,,
519110,浦银价值A,浦银安盛基金管理有限公司,Hybrid,蒋建伟,,,,
217010,招商大盘,招商基金管理有限公司,Hybrid,郭锐,,,,
163110,申万量化,申万菱信基金管理有限公司,Stock,袁英杰,张少华,,,
673010,西部新动向,西部利得基金管理有限公司,Hybrid,刘荟,,,,
481010,工银小盘,工银瑞信基金管理有限公司,Hybrid,黄安乐,农冰立,,,
20010,国泰金牛,国泰基金管理有限公司,Hybrid,程洲,,,,
671010,西部策略,西部利得基金管理有限公司,Hybrid,刘荟,,,,
511010,国泰国债ETF,国泰基金管理有限公司,Bond,艾小军,,,,
240010,华宝行业,华宝基金管理有限公司,Hybrid,闫旭,,,,
510510,广发500ETF,广发基金管理有限公司,Stock,刘杰,,,,
257010,国联安小盘,国联安基金管理有限公司,Hybrid,邹新进,,,,
160610,鹏华动力,鹏华基金管理有限公司,Hybrid,张航,,,,
530010,建信责任,建信基金管理有限责任公司,Stock,薛玲,,,,
162210,泰达集利A,泰达宏利基金管理有限公司,Bond,丁宇佳,刘洋,,,
373010,上投双息A,上投摩根基金管理有限公司,Hybrid,李博,孙芳,,,
210010,金鹰灵活A,金鹰基金管理有限公司,Hybrid,杨晓斌,,,,
70010,嘉实主题,嘉实基金管理有限公司,Hybrid,方晗,,,,
159910,嘉实深证120ETF,嘉实基金管理有限公司,Stock,李直,刘珈吟,,,
510310,易方达300ETF,易方达基金管理有限公司,Stock,杨俊,余海燕,,,
290010,泰信200,泰信基金管理有限公司,Stock,张彦,,,,
255010,国联安稳健,国联安基金管理有限公司,Hybrid,刘斌,,,,
510110,海富通周期ETF,海富通基金管理有限公司,Stock,江勇,,,,
200010,长城双动力,长城基金管理有限公司,Hybrid,龙宇飞,,,,
660010,农银精选,农银汇理基金管理有限公司,Hybrid,张峰,,,,
40010,华安收益B,华安基金管理有限公司,Bond,贺涛,,,,
163810,中银价值,中银基金管理有限公司,Hybrid,邬炜,,,,
590010,中邮稳定C,中邮创业基金管理股份有限公司,Bond,吴昊,张萌,,,
379010,上投中小盘,上投摩根基金管理有限公司,Hybrid,郭晨,,,,
510410,博时资源ETF,博时基金管理有限公司,Stock,万琼,王祥,,,
375010,上投优势,上投摩根基金管理有限公司,Hybrid,杜猛,,,,
320010,诺安100,诺安基金管理有限公司,Stock,梅律吾,,,,
512010,易方达医药ETF,易方达基金管理有限公司,Stock,余海燕,,,,
202110,南方润元C,南方基金管理股份有限公司,Bond,金凌志,,,,
377010,上 投 α,上投摩根基金管理有限公司,Hybrid,李博,,,,
206010,鹏华深证民营ETF联接,鹏华基金管理有限公司,Stock,崔俊杰,罗捷,,,
253010,国联安安心,国联安基金管理有限公司,Hybrid,吕中凡,杨子江,,,
410010,华富中小板,华富基金管理有限公司,Stock,郜哲,,,,
510010,交银治理ETF,交银施罗德基金管理有限公司,Stock,蔡铮,,,,
510210,富国综指ETF,富国基金管理有限公司,Stock,方F,王保合,,,
121010,国投瑞源,国投瑞银基金管理有限公司,Hybrid,董晗,,,,
50010,博时特许A,博时基金管理有限公司,Hybrid,肖瑞瑾,曾鹏,,,
161810,银华内需,银华基金管理股份有限公司,Hybrid,刘辉,,,,
40019,华安稳固C,华安基金管理有限公司,Bond,石雨欣,郑可成,,,
163819,中银信用,中银基金管理有限公司,Bond,陈志华,奚鹏洲,,,
160719,嘉实黄金,嘉实基金管理有限公司,QDII,陈正宪,何如,,,
160119,南方500ETF联接A,南方基金管理股份有限公司,Stock,罗文杰,,,,
50019,博时转债A,博时基金管理有限公司,Bond,邓欣雨,过钧,,,
166019,中欧智选A,中欧基金管理有限公司,Hybrid,刘晨,,,,
161819,银华资源,银华基金管理股份有限公司,Stock,马君,,,,
530019,建信社会,建信基金管理有限责任公司,Hybrid,许杰,,,,
202019,南方策略,南方基金管理股份有限公司,Hybrid,肖勇,,,,
70019,嘉实价值,嘉实基金管理有限公司,Hybrid,谭丽,,,,
159919,嘉实沪深300ETF,嘉实基金管理有限公司,Stock,陈正宪,何如,,,
50119,博时转债C,博时基金管理有限公司,Bond,邓欣雨,过钧,,,
160219,国泰医药,国泰基金管理有限公司,Stock,梁杏,徐成城,,,
217019,招商深证TMT50联接A,招商基金管理有限公司,Stock,刘重杰,苏燕青,,,
485119,工银信用A,工银瑞信基金管理有限公司,Bond,何秀红,,,,
119,广发聚鑫C,广发基金管理有限公司,Bond,张芊,,,,
20019,国泰双利A,国泰基金管理有限公司,Bond,吴晨,,,,
161119,易方达综债A,易方达基金管理有限公司,Bond,王晓晨,,,,
519519,华泰增利A,华泰柏瑞基金管理有限公司,Bond,陈东,,,,
240019,华宝中证银行ETF联接A,华宝基金管理有限公司,Stock,胡洁,,,,
485019,工银信用B,工银瑞信基金管理有限公司,Bond,何秀红,,,,
219,博时裕益,博时基金管理有限公司,Hybrid,周心鹏,,,,
90019,大成景恒A,大成基金管理有限公司,Hybrid,苏秉毅,,,,
519019,大成景阳,大成基金管理有限公司,Hybrid,李本刚,周志超,,,
161619,融通岁岁B,融通基金管理有限公司,Bond,王超,,,,
161219,国投产业,国投瑞银基金管理有限公司,Hybrid,孙文龙,,,,
550019,信诚优质B,中信保诚基金管理有限公司,Bond,王国强,,,,
450019,国富恒久C,国海富兰克林基金管理有限公司,Bond,刘怡敏,,,,
161019,富国新天锋,富国基金管理有限公司,Bond,武磊,,,,
165519,信诚医药,中信保诚基金管理有限公司,Stock,杨旭,,,,
110019,易方达深证100ETF联接A,易方达基金管理有限公司,Stock,成曦,刘树荣,,,
40026,华安四季红A,华安基金管理有限公司,Bond,苏玉平,,,,
50026,博时医疗,博时基金管理有限公司,Hybrid,葛晨,,,,
161826,银华转债,银华基金管理股份有限公司,Bond,孙慧,,,,
70026,嘉实信用债C,嘉实基金管理有限公司,Bond,胡永青,,,,
159926,嘉实国债ETF,嘉实基金管理有限公司,Bond,曲扬,王亚洲,,,
126,招商安润,招商基金管理有限公司,Hybrid,尹晓红,钟,,,
20026,国泰成长,国泰基金管理有限公司,Hybrid,申坤,,,,
519726,交银稳固收益,交银施罗德基金管理有限公司,Bond,凌超,,,,
519026,海富通小盘,海富通基金管理有限公司,Hybrid,周雪军,,,,
100026,富国天合,富国基金管理有限公司,Hybrid,杨栋,张啸伟,,,
110026,易方达创业板ETF联接A,易方达基金管理有限公司,Stock,成曦,刘树荣,,,
270026,广发中小板300联接,广发基金管理有限公司,Stock,刘杰,,,,
180026,银华双利C,银华基金管理股份有限公司,Bond,贾鹏,孙慧,,,
253021,国联安增利B,国联安基金管理有限公司,Bond,吕中凡,,,,
320021,诺安双利,诺安基金管理有限公司,Bond,裴禹翔,,,,
160721,嘉实中期企债C,嘉实基金管理有限公司,Bond,崔思维,胡永青,曲扬,王亚洲,
163821,中银300,中银基金管理有限公司,Stock,赵建忠,,,,
40021,华安大中华,华安基金管理有限公司,QDII,苏圻涵,翁启森,,,
